Station_name,District_name,State_name,Latitude,Longitude,Agency_name,Basin
Sirsa Nehru Colony,Sirsa,Haryana,27.523009,75.805784,CGWB,Indus
Karnal Medical Complex,Karnal,Haryana,30.812366,74.949211,Haryana GWB,Ghaggar
Sonipat Agricultural Station,Sonipat,Haryana,30.793666,75.461779,Haryana GWB,Ghaggar
Panipat University Campus,Panipat,Haryana,28.741053,77.575822,CGWB,Yamuna
Nehru Colony Borewell,Panipat,Haryana,30.740216,76.023353,CGWB,Ghaggar
Maha Ambala,Ambala,Haryana,29.788124,74.959291,Haryana GWB,Indus
Kurukshetra Cantonment,Kurukshetra,Haryana,29.129398,75.822657,CGWB,Ghaggar
Sirsa Industrial Estate,Sirsa,Haryana,29.885557,77.18058,Haryana GWB,Indus
Gurugram Medical Complex,Gurugram,Haryana,28.70703,76.635099,Haryana GWB,Ghaggar
Shri Gurugram,Gurugram,Haryana,30.783437,75.920503,Haryana GWB,Yamuna
Sirsa Colony,Sirsa,Haryana,29.015647,75.790743,CGWB,Yamuna
Karnal Nehru Colony,Karnal,Haryana,30.32648,76.909497,Haryana GWB,Ghaggar
Sonipat Patel Nagar,Sonipat,Haryana,27.831918,76.88258,Haryana GWB,Ghaggar
Hisar Housing Board,Hisar,Haryana,29.703098,76.73456,Haryana GWB,Ghaggar
Panipat Civil Lines,Panipat,Haryana,29.403486,77.662927,Haryana GWB,Yamuna
Dewas Cantonment,Dewas,Madhya Pradesh,25.350591,81.506328,CGWB,Chambal
Indore Industrial Estate,Indore,Madhya Pradesh,22.642235,79.981958,Madhya Pradesh GWB,Son
Ujjain Agricultural Station,Ujjain,Madhya Pradesh,22.923311,77.889179,CGWB,Son
Satna Circle,Satna,Madhya Pradesh,24.522128,79.196122,CGWB,Son
Gwalior Salt Lake,Gwalior,Madhya Pradesh,26.420227,79.016431,Madhya Pradesh GWB,Chambal
Gwalior Cantonment,Gwalior,Madhya Pradesh,24.013867,77.555032,Madhya Pradesh GWB,Chambal
Gwalior Circle,Gwalior,Madhya Pradesh,24.273984,78.161957,CGWB,Narmada
Ratlam University Campus,Ratlam,Madhya Pradesh,23.859193,75.658592,Madhya Pradesh GWB,Godavari
Lower Dewas,Dewas,Madhya Pradesh,23.45222,81.13908,Madhya Pradesh GWB,Son
Dewas University Campus,Dewas,Madhya Pradesh,21.992433,77.887232,Madhya Pradesh GWB,Son
Dewas Housing Board,Dewas,Madhya Pradesh,24.198056,80.432683,Madhya Pradesh GWB,Chambal
Rajarhat Borewell,Dewas,Madhya Pradesh,22.756483,82.494158,CGWB,Narmada
Satna Railway Colony,Satna,Madhya Pradesh,25.576227,76.014041,Madhya Pradesh GWB,Godavari
Jabalpur Campus,Jabalpur,Madhya Pradesh,21.979292,75.183497,Madhya Pradesh GWB,Chambal
Ujjain Railway Colony,Ujjain,Madhya Pradesh,22.909556,79.984457,Madhya Pradesh GWB,Narmada
Ratlam Industrial Area,Ratlam,Madhya Pradesh,21.799975,80.3758,CGWB,Chambal
Jabalpur Cantonment,Jabalpur,Madhya Pradesh,21.862836,76.737822,Madhya Pradesh GWB,Son
Indore Agricultural Station,Indore,Madhya Pradesh,24.704096,77.188965,Madhya Pradesh GWB,Son
Rajarhat,Dewas,Madhya Pradesh,25.098751,81.457198,CGWB,Narmada
Sagar Block,Sagar,Madhya Pradesh,25.312498,77.896819,Madhya Pradesh GWB,Chambal
Bidhannagar,Ujjain,Madhya Pradesh,23.918818,76.744354,Madhya Pradesh GWB,Son
Bhopal Circle Borewell,Bhopal,Madhya Pradesh,26.275512,80.479159,CGWB,Chambal
Ratlam West,Ratlam,Madhya Pradesh,23.603587,74.005745,Madhya Pradesh GWB,Son
Park Street,Indore,Madhya Pradesh,21.550706,77.063701,Madhya Pradesh GWB,Son
Ratlam Industrial Estate,Ratlam,Madhya Pradesh,25.283331,80.419473,Madhya Pradesh GWB,Godavari
Rewa Cantonment Borewell,Rewa,Madhya Pradesh,21.459838,79.046276,Madhya Pradesh GWB,Narmada
Gwalior Salt Lake Borewell,Gwalior,Madhya Pradesh,26.830114,77.589668,CGWB,Narmada
New Town,Gwalior,Madhya Pradesh,22.848774,81.488406,Madhya Pradesh GWB,Narmada
Sagar Housing Board,Sagar,Madhya Pradesh,24.600884,75.394991,Madhya Pradesh GWB,Godavari
Jabalpur West,Jabalpur,Madhya Pradesh,24.634848,77.760263,Madhya Pradesh GWB,Godavari
Lower Gwalior,Gwalior,Madhya Pradesh,23.07406,77.649804,Madhya Pradesh GWB,Son
Ujjain Market,Ujjain,Madhya Pradesh,25.595921,79.869047,Madhya Pradesh GWB,Narmada
Jabalpur Sector V,Jabalpur,Madhya Pradesh,25.624429,80.747113,Madhya Pradesh GWB,Narmada
Darjeeling Bidhannagar,Darjeeling,West Bengal,27.12523,89.62909,West Bengal GWB,Brahmaputra
Kolkata Industrial Estate Borewell,Kolkata,West Bengal,26.940382,88.958505,West Bengal GWB,Ganga
South 24 Parganas Medical Complex,South 24 Parganas,West Bengal,26.907476,87.431698,West Bengal GWB,Brahmaputra
Old Jalpaiguri,Jalpaiguri,West Bengal,21.969839,87.999916,West Bengal GWB,Ganga
Howrah Park Street,Howrah,West Bengal,24.557424,87.401999,West Bengal GWB,Ganga
Malda University Campus Borewell,Malda,West Bengal,21.991413,87.581383,West Bengal GWB,Ganga
Kolkata Village,Kolkata,West Bengal,22.180825,88.702392,CGWB,Brahmaputra
South 24 Parganas Industrial Estate,South 24 Parganas,West Bengal,22.451689,86.320415,West Bengal GWB,Brahmaputra
Jalpaiguri Industrial Estate,Jalpaiguri,West Bengal,23.050289,86.061875,West Bengal GWB,Ganga
Sant Nadia,Nadia,West Bengal,24.347777,88.124233,West Bengal GWB,Ganga
North 24 Parganas Block,North 24 Parganas,West Bengal,21.751016,89.338007,West Bengal GWB,Ganga
Murshidabad Tehsil,Murshidabad,West Bengal,24.651329,89.547185,West Bengal GWB,Ganga
New Kolkata,Kolkata,West Bengal,24.757755,86.289544,West Bengal GWB,Brahmaputra
Salt Lake Borewell,South 24 Parganas,West Bengal,26.436384,88.971463,West Bengal GWB,Brahmaputra
Nadia Cantonment,Nadia,West Bengal,25.715583,86.794594,CGWB,Ganga
Kolkata Industrial Area,Kolkata,West Bengal,22.358228,89.62283,CGWB,Brahmaputra
Maha South 24 Parganas,South 24 Parganas,West Bengal,21.508334,88.494946,West Bengal GWB,Ganga
North 24 Parganas Cantonment,North 24 Parganas,West Bengal,25.556419,86.181409,West Bengal GWB,Ganga
Murshidabad North,Murshidabad,West Bengal,24.810393,87.872254,CGWB,Ganga
Murshidabad Agricultural Station,Murshidabad,West Bengal,23.162553,89.288746,West Bengal GWB,Brahmaputra
Darjeeling Industrial Estate,Darjeeling,West Bengal,22.831584,89.668574,West Bengal GWB,Brahmaputra
Nadia Circle,Nadia,West Bengal,23.28999,86.295021,West Bengal GWB,Ganga
Upper Jalpaiguri Borewell,Jalpaiguri,West Bengal,26.103302,87.047281,West Bengal GWB,Brahmaputra
South 24 Parganas New Town,South 24 Parganas,West Bengal,23.758593,86.000698,West Bengal GWB,Ganga
Upper Darjeeling,Darjeeling,West Bengal,22.039934,86.21782,West Bengal GWB,Ganga
Howrah Urban,Howrah,West Bengal,24.819246,86.861165,West Bengal GWB,Ganga
New Nadia,Nadia,West Bengal,22.024278,89.273829,West Bengal GWB,Brahmaputra
Murshidabad Rural,Murshidabad,West Bengal,24.32792,87.369191,West Bengal GWB,Ganga
North 24 Parganas Railway Colony,North 24 Parganas,West Bengal,21.697502,88.338624,CGWB,Brahmaputra
Darjeeling Municipal Area,Darjeeling,West Bengal,21.847581,86.947082,West Bengal GWB,Brahmaputra
Cooch Behar Rajarhat,Cooch Behar,West Bengal,25.95692,87.27236,West Bengal GWB,Brahmaputra
Greater Cooch Behar,Cooch Behar,West Bengal,21.83397,89.865278,CGWB,Ganga
Mini Jalpaiguri,Jalpaiguri,West Bengal,25.855083,89.68599,West Bengal GWB,Ganga
Munger Housing Board,Munger,Bihar,26.551049,85.058411,Bihar GWB,Kosi
Lower Patna Borewell,Patna,Bihar,26.034799,84.177784,Bihar GWB,Kosi
Muzaffarpur Park Street,Muzaffarpur,Bihar,27.237268,84.307322,CGWB,Ganga
Muzaffarpur Village,Muzaffarpur,Bihar,24.370121,86.233046,Bihar GWB,Gandak
Purnia Station,Purnia,Bihar,25.565906,83.805161,CGWB,Kosi
Muzaffarpur Agricultural Farm,Muzaffarpur,Bihar,25.014359,86.244751,Bihar GWB,Gandak
Munger East,Munger,Bihar,24.403625,86.311943,Bihar GWB,Gandak
Darbhanga South,Darbhanga,Bihar,24.548981,85.034051,Bihar GWB,Gandak
Mini Purnia,Purnia,Bihar,27.137291,85.53315,Bihar GWB,Ganga
Arrah Park,Arrah,Bihar,24.454072,85.491101,Bihar GWB,Kosi
Munger Agricultural Station,Munger,Bihar,24.624571,85.697446,Bihar GWB,Ganga
Patna Rural,Patna,Bihar,26.857423,83.467064,Bihar GWB,Ganga
Begusarai Industrial Estate,Begusarai,Bihar,25.381442,88.226381,Bihar GWB,Gandak
Gaya Medical Complex,Gaya,Bihar,27.14721,84.085519,Bihar GWB,Gandak
Patna Tehsil Borewell,Patna,Bihar,25.200874,84.487741,CGWB,Gandak
Old Patna,Patna,Bihar,26.22069,84.298374,Bihar GWB,Kosi
Purnia Block,Purnia,Bihar,25.807022,87.774387,CGWB,Kosi
Begusarai Rajarhat,Begusarai,Bihar,24.897065,83.523085,Bihar GWB,Gandak
Darbhanga Cantonment,Darbhanga,Bihar,26.435899,83.728537,Bihar GWB,Gandak
Katihar Housing Board,Katihar,Bihar,24.495148,85.23553,Bihar GWB,Gandak
Katihar Medical Complex,Katihar,Bihar,24.411131,86.1561,Bihar GWB,Kosi
Old Bhagalpur,Bhagalpur,Bihar,24.853213,88.22184,Bihar GWB,Gandak
Darbhanga Agricultural Station Borewell,Darbhanga,Bihar,24.77321,86.275238,Bihar GWB,Kosi
Salt Lake,Katihar,Bihar,26.066573,87.583121,Bihar GWB,Kosi
Munger University Campus,Munger,Bihar,24.66006,84.048212,CGWB,Ganga
Purnia Railway Colony,Purnia,Bihar,26.100588,83.804952,Bihar GWB,Gandak
Sant Patna,Patna,Bihar,25.853871,86.344811,Bihar GWB,Ganga
Bhagalpur Nagar,Bhagalpur,Bihar,25.566537,87.694788,Bihar GWB,Kosi
Mini Gaya,Gaya,Bihar,25.295038,87.514233,Bihar GWB,Gandak
Arrah Cantonment,Arrah,Bihar,24.585718,85.508583,CGWB,Ganga
Purnia University Campus,Purnia,Bihar,25.948863,84.094862,CGWB,Gandak
Bhagalpur Junction Borewell,Bhagalpur,Bihar,27.113864,83.444741,Bihar GWB,Kosi
Begusarai Cantonment,Begusarai,Bihar,26.554829,84.669887,Bihar GWB,Ganga
Angul Park,Angul,Odisha,18.961303,84.330478,Odisha GWB,Mahanadi
Cuttack Salt Lake,Cuttack,Odisha,21.820738,82.903692,Odisha GWB,Mahanadi
Sambalpur Park Street Borewell,Sambalpur,Odisha,21.914134,85.313755,CGWB,Baitarni
Berhampur Agricultural Station Borewell,Berhampur,Odisha,17.84271,86.951396,Odisha GWB,Brahmani
Sector V,Rourkela,Odisha,21.221154,85.698083,Odisha GWB,Brahmani
Puri Industrial Estate Borewell,Puri,Odisha,21.050542,86.410727,CGWB,Brahmani
Rourkela Park Street Borewell,Rourkela,Odisha,20.494994,84.98139,CGWB,Baitarni
New Rourkela,Rourkela,Odisha,19.360658,83.016687,CGWB,Baitarni
Berhampur Industrial Estate,Berhampur,Odisha,19.739672,83.281432,CGWB,Brahmani
Bhubaneswar Medical Complex,Bhubaneswar,Odisha,22.153176,83.808513,CGWB,Brahmani
Dhenkanal Agricultural Station,Dhenkanal,Odisha,21.287439,82.678652,CGWB,Brahmani
Upper Dhenkanal,Dhenkanal,Odisha,20.235111,86.541599,CGWB,Baitarni
Balasore Industrial Estate,Balasore,Odisha,21.462007,82.435024,Odisha GWB,Brahmani
Balasore Bidhannagar,Balasore,Odisha,19.818268,86.79843,Odisha GWB,Baitarni
Cuttack Bidhannagar Borewell,Cuttack,Odisha,20.601158,87.154666,CGWB,Mahanadi
Mayurbhanj New Town,Mayurbhanj,Odisha,22.56327,83.424553,CGWB,Brahmani
Balasore Industrial Estate Borewell,Balasore,Odisha,19.396621,87.41717,Odisha GWB,Mahanadi
Cuttack Industrial Area,Cuttack,Odisha,20.566139,82.282298,Odisha GWB,Brahmani
Sambalpur Railway Colony,Sambalpur,Odisha,19.639919,81.533897,CGWB,Baitarni
Sambalpur Village,Sambalpur,Odisha,18.714768,85.495838,Odisha GWB,Baitarni
Bhubaneswar Rajarhat,Bhubaneswar,Odisha,20.625619,82.335525,Odisha GWB,Brahmani
Balasore Salt Lake,Balasore,Odisha,22.062275,87.471929,Odisha GWB,Baitarni
Park Street Borewell,Cuttack,Odisha,17.905184,84.428728,CGWB,Brahmani
Mayurbhanj Industrial Area,Mayurbhanj,Odisha,21.501998,85.163436,Odisha GWB,Mahanadi
Dhenkanal Medical Complex Borewell,Dhenkanal,Odisha,19.800523,83.657573,Odisha GWB,Mahanadi
Mayurbhanj Housing Board,Mayurbhanj,Odisha,20.979918,82.973858,CGWB,Baitarni
Cuttack Complex,Cuttack,Odisha,21.250078,82.029954,Odisha GWB,Baitarni
Puri New Town,Puri,Odisha,22.470975,83.519115,Odisha GWB,Brahmani
Cuttack Medical College,Cuttack,Odisha,19.386897,81.316976,CGWB,Baitarni
Rourkela Housing Board,Rourkela,Odisha,18.160231,85.786173,CGWB,Brahmani
Berhampur Village,Berhampur,Odisha,20.028531,81.918815,Odisha GWB,Baitarni
Bhubaneswar Medical College,Bhubaneswar,Odisha,18.356325,86.577725,Odisha GWB,Brahmani
Cuttack Rajarhat,Cuttack,Odisha,22.384428,82.963518,CGWB,Brahmani
Kannur North,Kannur,Kerala,12.044258,76.593746,CGWB,West Coastal
Pathanamthitta Cantonment,Pathanamthitta,Kerala,10.113727,76.335951,Kerala GWB,Cauvery
Kozhikode Koramangala,Kozhikode,Kerala,11.012249,77.042697,Kerala GWB,Cauvery
Kasaragod University Campus,Kasaragod,Kerala,11.212878,74.832137,Kerala GWB,Cauvery
Pathanamthitta Research Station,Pathanamthitta,Kerala,10.587859,76.589428,Kerala GWB,Cauvery
Shri Pathanamthitta,Pathanamthitta,Kerala,8.88381,76.948738,CGWB,West Coastal
Thrissur Jayanagar,Thrissur,Kerala,8.54438,76.078285,Kerala GWB,Cauvery
Kannur Cantonment Borewell,Kannur,Kerala,11.958675,75.00496,Kerala GWB,Cauvery
Thiruvananthapuram North,Thiruvananthapuram,Kerala,8.746052,76.093171,Kerala GWB,West Coastal
Kollam University Campus,Kollam,Kerala,11.842203,77.304245,Kerala GWB,Cauvery
New Thrissur,Thrissur,Kerala,9.871375,74.941116,CGWB,Cauvery
Kochi Park,Kochi,Kerala,10.719377,75.772115,CGWB,Cauvery
Thrissur Block,Thrissur,Kerala,8.692023,76.388215,CGWB,West Coastal
Malappuram Medical College,Malappuram,Kerala,11.497224,75.080191,CGWB,Cauvery
Kasaragod Central,Kasaragod,Kerala,10.303984,76.332222,Kerala GWB,Cauvery
Kasaragod Rural,Kasaragod,Kerala,12.058554,76.055623,Kerala GWB,Cauvery
Palakkad Cantonment,Palakkad,Kerala,11.2246,76.376018,Kerala GWB,West Coastal
Kollam Anna Nagar,Kollam,Kerala,9.458541,77.305343,CGWB,Cauvery
Palakkad Medical Complex,Palakkad,Kerala,12.078142,76.224296,Kerala GWB,West Coastal
Palakkad Housing Board,Palakkad,Kerala,9.164678,76.6574,Kerala GWB,West Coastal
Palakkad Industrial Estate,Palakkad,Kerala,10.51791,76.605211,Kerala GWB,Cauvery
Koramangala,Kasaragod,Kerala,11.30152,77.124052,Kerala GWB,West Coastal
Kollam Medical College,Kollam,Kerala,8.444099,74.947172,CGWB,Cauvery
Palakkad Agricultural Station,Palakkad,Kerala,9.138404,76.207047,Kerala GWB,Cauvery
Kollam Medical Complex Borewell,Kollam,Kerala,9.292939,76.839199,Kerala GWB,Cauvery
Palakkad Industrial Estate Borewell,Palakkad,Kerala,12.600829,77.337139,Kerala GWB,Cauvery
Palakkad University Campus,Palakkad,Kerala,12.017924,77.169865,Kerala GWB,West Coastal
Kochi Research Station,Kochi,Kerala,9.553218,75.261307,Kerala GWB,Cauvery
Kozhikode Agricultural Station,Kozhikode,Kerala,9.483916,75.487023,Kerala GWB,West Coastal
Pathanamthitta Industrial Area,Pathanamthitta,Kerala,8.383727,77.214433,Kerala GWB,Cauvery
Kochi Railway Colony,Kochi,Kerala,11.833578,76.230416,CGWB,West Coastal
Kasaragod Cantonment Borewell,Kasaragod,Kerala,11.816788,75.214363,Kerala GWB,West Coastal
Kollam Complex,Kollam,Kerala,11.251339,75.660773,CGWB,West Coastal
Jorhat University Campus,Jorhat,Assam,24.57036,91.945245,Assam GWB,Brahmaputra
Dibrugarh Agricultural Station,Dibrugarh,Assam,26.898461,91.789809,Assam GWB,Barak
Jorhat Bidhannagar Borewell,Jorhat,Assam,26.095899,91.637891,CGWB,Brahmaputra
Jorhat Cantonment,Jorhat,Assam,26.670426,91.106845,Assam GWB,Barak
Silchar Town Borewell,Silchar,Assam,26.750901,95.626457,Assam GWB,Brahmaputra
Tinsukia Tehsil,Tinsukia,Assam,27.356281,93.260122,Assam GWB,Barak
Dibrugarh Industrial Estate,Dibrugarh,Assam,25.397257,92.214912,Assam GWB,Brahmaputra
Sant Bongaigaon Borewell,Bongaigaon,Assam,26.973616,90.250055,CGWB,Barak
Guwahati Bidhannagar,Guwahati,Assam,25.663796,94.897159,Assam GWB,Barak
Sant Bongaigaon,Bongaigaon,Assam,28.025306,89.869131,Assam GWB,Brahmaputra
Nagaon Industrial Area,Nagaon,Assam,25.349234,94.439439,Assam GWB,Brahmaputra
New Jorhat,Jorhat,Assam,25.005231,94.97544,CGWB,Barak
Dibrugarh Salt Lake,Dibrugarh,Assam,26.743166,90.253496,CGWB,Barak
Dibrugarh Bidhannagar,Dibrugarh,Assam,24.625682,93.863932,Assam GWB,Barak
Tinsukia Village,Tinsukia,Assam,26.627004,91.695188,CGWB,Brahmaputra
Jorhat Medical Complex,Jorhat,Assam,24.119811,91.326286,Assam GWB,Barak
Sivasagar Sector V,Sivasagar,Assam,24.650654,94.344431,Assam GWB,Brahmaputra
Tezpur Urban,Tezpur,Assam,26.746762,90.308237,CGWB,Brahmaputra
Bongaigaon Industrial Estate,Bongaigaon,Assam,27.082444,95.331052,Assam GWB,Brahmaputra
Bongaigaon Cantonment,Bongaigaon,Assam,27.815845,93.219883,Assam GWB,Barak
Tezpur Market Borewell,Tezpur,Assam,25.015557,94.587298,Assam GWB,Brahmaputra
Tinsukia Housing Board,Tinsukia,Assam,26.816982,95.057487,Assam GWB,Brahmaputra
Silchar Medical Complex,Silchar,Assam,24.834495,95.682013,Assam GWB,Brahmaputra
Tezpur New Town,Tezpur,Assam,27.222037,91.236849,CGWB,Barak
Guwahati Town,Guwahati,Assam,25.691182,95.490992,CGWB,Barak
Bongaigaon Housing Board,Bongaigaon,Assam,27.522976,91.43256,Assam GWB,Brahmaputra
Jorhat West,Jorhat,Assam,26.218318,92.133238,Assam GWB,Barak
Nagaon Medical Complex,Nagaon,Assam,24.96722,90.958815,Assam GWB,Barak
Sivasagar Cantonment,Sivasagar,Assam,27.425808,94.265585,Assam GWB,Barak
Tinsukia Industrial Estate,Tinsukia,Assam,24.192029,90.067495,Assam GWB,Brahmaputra
Golaghat University Campus,Golaghat,Assam,25.158865,90.916233,CGWB,Barak
Tinsukia Sector V,Tinsukia,Assam,27.983741,91.142879,Assam GWB,Brahmaputra
Silchar New Town,Silchar,Assam,26.655168,92.96699,CGWB,Barak
