station_name,timestamp,groundwaterlevel_mbgl,rainfall_mm,temperature_c,ph,turbidity_ntu,tds_ppm
GWS012,2024-04-28,11.61,0.0,45.0,8.12,4.32,1558
GWS012,2024-05-05,13.73,0.0,45.0,8.2,4.17,1358
GWS012,2024-05-12,12.78,0.0,45.0,8.16,4.38,1533
GWS012,2024-05-19,11.62,27.0,45.0,8.05,5.84,1488
GWS012,2024-05-26,13.74,0.0,45.0,8.21,3.74,1382
GWS012,2024-06-02,4.49,0.0,36.9,8.19,3.75,1481
GWS012,2024-06-09,5.53,0.0,40.4,8.01,4.19,1599
GWS012,2024-06-16,3.88,0.0,41.8,7.86,3.91,1382
GWS012,2024-06-23,5.54,51.0,38.2,8.1,7.32,1320
GWS012,2024-06-30,4.74,18.9,42.0,7.86,8.33,1588
GWS012,2024-07-07,5.17,79.8,40.2,7.81,8.37,1354
GWS012,2024-07-14,2.0,0.0,35.5,7.93,4.34,1543
GWS012,2024-07-21,5.01,126.9,38.9,7.86,11.38,1414
GWS012,2024-07-28,4.03,68.7,37.5,7.87,7.75,1354
GWS012,2024-08-04,2.94,154.2,38.1,7.73,15.0,1540
GWS012,2024-08-11,2.09,0.0,34.1,7.88,4.33,1587
GWS012,2024-08-18,2.0,0.0,33.2,7.87,3.72,1597
GWS012,2024-08-25,2.0,10.4,31.4,8.06,4.41,1549
GWS012,2024-09-01,2.0,30.9,30.2,8.11,10.49,1308
GWS012,2024-09-08,5.2,24.3,29.3,7.9,7.71,1611
GWS012,2024-09-15,2.0,26.7,22.4,8.18,7.45,1375
GWS012,2024-09-22,2.0,91.4,18.7,7.91,12.26,1526
GWS012,2024-09-29,3.6,0.0,19.6,8.15,4.11,1490
GWS012,2024-10-06,6.22,43.7,21.6,8.01,10.31,1422
GWS012,2024-10-13,7.9,0.0,20.9,8.05,3.84,1450
GWS012,2024-10-20,8.3,23.8,19.8,7.89,5.17,1515
GWS012,2024-10-27,7.86,0.0,16.8,7.79,4.37,1507
GWS012,2024-11-03,6.87,0.0,18.9,8.28,3.65,1400
GWS012,2024-11-10,7.84,14.2,12.9,8.07,5.56,1556
GWS012,2024-11-17,9.31,42.3,14.3,7.98,11.82,1538
GWS012,2024-11-24,7.4,39.4,9.1,7.95,7.88,1379
GWS012,2024-12-01,6.58,0.0,8.0,8.13,4.44,1563
GWS012,2024-12-08,6.8,0.0,8.0,7.8,3.74,1395
GWS012,2024-12-15,7.13,0.0,8.0,7.8,3.89,1538
GWS012,2024-12-22,7.69,0.0,8.0,8.38,3.7,1593
GWS012,2024-12-29,7.43,0.0,8.0,7.71,4.31,1341
GWS012,2025-01-05,7.1,14.1,8.0,7.88,7.33,1423
GWS012,2025-01-12,7.47,0.0,8.0,7.99,4.32,1558
GWS012,2025-01-19,7.81,0.0,8.0,7.77,4.14,1527
GWS012,2025-01-26,7.95,0.0,8.0,8.28,4.5,1540
GWS012,2025-02-02,7.08,0.0,8.0,8.42,4.52,1541
GWS012,2025-02-09,6.76,0.0,8.0,8.24,4.27,1483
GWS012,2025-02-16,6.47,0.0,11.5,7.86,4.35,1474
GWS012,2025-02-23,7.82,0.0,9.5,8.0,4.26,1461
GWS012,2025-03-02,10.79,0.0,19.9,7.99,4.23,1478
GWS012,2025-03-09,9.48,77.9,24.7,8.15,8.17,1468
GWS012,2025-03-16,10.45,0.0,27.0,7.88,4.48,1469
GWS012,2025-03-23,9.38,0.0,27.0,7.98,4.28,1439
GWS012,2025-03-30,9.76,28.8,29.9,8.02,7.77,1475
GWS012,2025-04-06,11.69,0.0,40.5,8.0,4.18,1425
GWS012,2025-04-13,12.02,0.0,39.5,7.91,4.55,1442
GWS012,2025-04-20,11.05,0.0,45.0,7.85,4.4,1422
GWS012,2025-04-27,12.52,68.5,45.0,7.82,8.4,1473
GWS012,2025-05-04,13.14,0.0,45.0,7.86,4.18,1430
GWS012,2025-05-11,10.31,0.0,45.0,8.13,4.35,1378
GWS012,2025-05-18,13.12,0.0,45.0,7.69,4.29,1572
GWS012,2025-05-25,12.35,0.0,45.0,8.29,3.9,1533
GWS013,2023-01-01,15.88,0.0,8.0,7.15,5.2,1507
GWS013,2023-01-08,14.92,0.0,8.0,7.24,5.64,1512
GWS013,2023-01-15,15.85,10.2,8.0,7.71,9.47,1418
GWS013,2023-01-22,16.18,0.0,8.0,7.5,5.04,1463
GWS013,2023-01-29,15.03,0.0,8.0,7.68,5.16,1396
GWS013,2023-02-05,15.44,0.0,8.0,7.64,5.05,1446
GWS013,2023-02-12,15.09,16.8,10.1,7.6,6.86,1570
GWS013,2023-02-19,15.45,0.0,15.3,7.36,5.2,1634
GWS013,2023-02-26,15.6,0.0,13.3,7.5,5.07,1487
GWS013,2023-03-05,18.47,0.0,22.6,7.62,5.13,1616
GWS013,2023-03-12,16.84,0.0,23.6,7.22,4.82,1482
GWS013,2023-03-19,18.32,0.0,23.5,7.64,5.46,1446
GWS013,2023-03-26,17.6,0.0,26.4,7.54,4.93,1471
GWS013,2023-04-02,19.07,15.8,43.2,7.44,10.54,1450
GWS013,2023-04-09,19.04,0.0,40.6,7.53,4.73,1589
GWS013,2023-04-16,18.47,0.0,41.1,7.77,5.45,1540
GWS013,2023-04-23,20.08,39.7,43.7,7.77,13.54,1450
GWS013,2023-04-30,20.38,0.0,43.9,7.62,5.61,1539
GWS013,2023-05-07,22.2,0.0,45.0,7.33,5.28,1517
GWS013,2023-05-14,21.16,0.0,45.0,7.55,5.25,1582
GWS013,2023-05-21,20.3,0.0,45.0,7.84,5.45,1529
GWS013,2023-05-28,21.28,0.0,45.0,7.46,5.67,1609
GWS013,2023-06-04,12.83,36.4,42.2,7.68,12.21,1611
GWS013,2023-06-11,12.26,37.4,42.1,7.64,12.1,1509
GWS013,2023-06-18,10.66,0.0,37.6,7.81,4.84,1384
GWS013,2023-06-25,7.84,36.1,38.3,7.75,14.52,1623
GWS013,2023-07-02,8.96,0.0,41.3,7.47,4.81,1558
GWS013,2023-07-09,8.64,0.0,40.6,7.42,4.74,1485
GWS013,2023-07-16,10.26,15.8,37.2,7.39,5.5,1554
GWS013,2023-07-23,8.64,15.5,36.0,7.24,9.31,1473
GWS013,2023-07-30,7.81,12.3,35.1,7.71,8.78,1656
GWS013,2023-08-06,10.02,33.7,33.0,7.32,14.31,1451
GWS013,2023-08-13,7.63,21.0,35.1,7.58,7.03,1578
GWS013,2023-08-20,8.84,0.0,28.3,7.46,5.19,1599
GWS013,2023-08-27,9.68,38.7,28.6,7.47,15.0,1392
GWS013,2023-09-03,5.93,0.0,28.8,7.59,5.32,1636
GWS013,2023-09-10,8.31,35.1,28.2,7.15,12.06,1454
GWS013,2023-09-17,10.62,31.8,27.2,7.33,11.78,1441
GWS013,2023-09-24,7.93,0.0,26.2,7.82,5.49,1328
GWS013,2023-10-01,13.64,0.0,23.5,7.84,4.95,1438
GWS013,2023-10-08,15.93,37.3,23.2,7.45,9.67,1654
GWS013,2023-10-15,12.78,0.0,15.4,7.45,4.89,1646
GWS013,2023-10-22,14.52,0.0,17.1,7.16,5.41,1595
GWS013,2023-10-29,13.12,0.0,20.8,7.5,5.21,1503
GWS013,2023-11-05,15.35,0.0,16.1,7.68,5.47,1671
GWS013,2023-11-12,13.99,27.3,11.2,7.35,10.08,1434
GWS013,2023-11-19,12.38,22.2,14.3,7.37,6.35,1530
GWS013,2023-11-26,14.79,0.0,12.8,7.76,4.86,1502
GWS013,2023-12-03,14.13,9.8,8.0,7.23,5.06,1635
GWS013,2023-12-10,13.83,0.0,8.0,7.26,4.88,1420
GWS013,2023-12-17,12.98,0.0,8.0,7.45,4.75,1577
GWS013,2023-12-24,14.49,0.0,8.0,7.22,5.53,1628
GWS013,2023-12-31,13.41,0.0,8.0,7.82,5.02,1626
GWS013,2024-01-07,13.15,0.0,8.0,7.4,5.48,1448
GWS013,2024-01-14,14.37,0.0,8.0,7.72,4.9,1514
GWS013,2024-01-21,14.16,0.0,8.0,7.41,5.19,1616
GWS013,2024-01-28,14.77,0.0,10.4,7.48,4.84,1359
GWS013,2024-02-04,13.05,0.0,9.3,7.4,5.26,1516
GWS013,2024-02-11,14.02,0.0,8.0,7.62,5.7,1520
GWS013,2024-02-18,14.81,0.0,8.0,7.38,5.47,1514
GWS013,2024-02-25,14.81,0.0,8.0,7.65,5.16,1390
GWS013,2024-03-03,17.96,0.0,23.0,7.68,4.85,1421
GWS013,2024-03-10,15.6,0.0,23.8,7.26,5.69,1469
GWS013,2024-03-17,14.49,21.7,27.1,7.71,6.22,1360
GWS013,2024-03-24,14.55,0.0,24.8,7.65,4.96,1367
GWS013,2024-03-31,16.98,0.0,24.8,7.59,5.68,1590
GWS013,2024-04-07,19.64,44.6,45.0,7.61,14.12,1586
GWS013,2024-04-14,18.11,0.0,45.0,7.93,5.27,1485
GWS013,2024-04-21,17.97,0.0,45.0,7.58,4.84,1447
GWS013,2024-04-28,19.21,0.0,45.0,7.54,4.98,1540
GWS013,2024-05-05,21.08,0.0,45.0,7.22,5.05,1440
GWS013,2024-05-12,17.37,0.0,45.0,7.78,5.16,1382
GWS013,2024-05-19,17.42,0.0,45.0,7.45,5.23,1635
GWS013,2024-05-26,19.12,0.0,45.0,7.34,5.22,1383
GWS013,2024-06-02,9.19,0.0,37.2,7.57,4.95,1540
GWS013,2024-06-09,10.92,0.0,38.0,7.63,5.66,1575
GWS013,2024-06-16,5.19,0.0,38.6,7.26,4.9,1331
GWS013,2024-06-23,10.53,244.7,38.3,7.75,15.0,1449
GWS013,2024-06-30,9.21,12.9,42.7,7.87,7.44,1559
GWS013,2024-07-07,10.91,0.0,39.3,7.3,5.06,1391
GWS013,2024-07-14,6.24,0.0,35.5,7.41,5.15,1452
GWS013,2024-07-21,6.26,18.8,39.3,7.82,7.42,1501
GWS013,2024-07-28,10.67,0.0,38.5,7.74,5.58,1469
GWS013,2024-08-04,8.29,6.3,34.6,7.56,5.21,1377
GWS013,2024-08-11,5.55,18.2,29.2,7.39,7.53,1526
GWS013,2024-08-18,8.15,0.0,29.3,7.82,4.82,1520
GWS013,2024-08-25,7.14,53.5,32.8,7.7,13.54,1509
GWS013,2024-09-01,6.9,0.0,33.0,7.26,5.6,1450
GWS013,2024-09-08,6.43,84.6,23.9,7.65,15.0,1450
GWS013,2024-09-15,5.93,0.0,28.0,7.16,5.0,1613
GWS013,2024-09-22,6.19,0.0,24.9,7.58,5.14,1531
GWS013,2024-09-29,7.87,0.0,22.9,7.57,5.23,1452
GWS013,2024-10-06,12.89,0.0,16.8,7.35,4.95,1542
GWS013,2024-10-13,11.55,0.0,22.5,7.14,5.19,1601
GWS013,2024-10-20,12.03,36.1,17.1,7.73,15.0,1618
GWS013,2024-10-27,14.33,13.9,14.7,7.49,10.2,1421
GWS013,2024-11-03,13.48,0.0,17.2,7.4,5.37,1536
GWS013,2024-11-10,14.51,0.0,14.6,7.35,5.72,1566
GWS013,2024-11-17,12.57,0.0,12.6,7.62,5.16,1536
GWS013,2024-11-24,13.72,0.0,13.0,7.51,5.56,1645
GWS013,2024-12-01,11.44,0.0,8.0,7.97,5.37,1620
GWS013,2024-12-08,13.09,0.0,8.0,7.79,5.01,1603
GWS013,2024-12-15,11.39,0.0,8.0,7.83,5.04,1411
GWS013,2024-12-22,11.5,0.0,8.0,7.55,5.01,1542
GWS013,2024-12-29,13.24,0.0,8.0,7.25,5.54,1587
GWS013,2025-01-05,11.89,0.0,8.0,7.58,5.68,1444
GWS013,2025-01-12,12.84,0.0,8.0,7.28,5.22,1554
GWS013,2025-01-19,12.9,0.0,8.0,7.45,5.36,1611
GWS013,2025-01-26,11.82,0.0,8.0,7.58,5.71,1574
GWS013,2025-02-02,11.64,0.0,8.0,7.47,5.19,1510
GWS013,2025-02-09,12.34,0.0,9.1,7.6,5.21,1439
GWS013,2025-02-16,11.71,0.0,13.2,7.5,5.18,1389
GWS013,2025-02-23,12.01,0.0,9.9,7.96,4.91,1498
GWS013,2025-03-02,12.97,55.7,19.2,7.41,14.08,1496
GWS013,2025-03-09,16.06,52.3,21.9,7.78,12.5,1510
GWS013,2025-03-16,14.2,0.0,24.4,7.75,5.5,1439
GWS013,2025-03-23,14.11,0.0,27.3,7.83,5.05,1595
GWS013,2025-03-30,13.47,0.0,27.5,7.69,5.61,1498
GWS013,2025-04-06,14.58,0.0,39.8,7.46,4.9,1432
GWS013,2025-04-13,17.27,22.3,43.8,7.39,10.01,1551
GWS013,2025-04-20,16.29,64.6,44.3,7.41,14.3,1481
GWS013,2025-04-27,15.27,0.0,45.0,7.22,4.9,1538
GWS013,2025-05-04,16.28,0.0,45.0,7.51,4.78,1563
GWS013,2025-05-11,17.28,0.0,45.0,7.79,5.5,1630
GWS013,2025-05-18,18.2,0.0,45.0,7.76,4.95,1448
GWS013,2025-05-25,15.64,0.0,45.0,7.4,5.46,1561
GWS014,2023-01-01,12.21,0.0,8.0,7.91,4.06,1479
GWS014,2023-01-08,11.08,0.0,8.0,7.94,3.99,1409
GWS014,2023-01-15,11.63,0.0,8.0,7.61,4.54,1508
GWS014,2023-01-22,12.04,14.7,8.3,7.37,7.7,1608
GWS014,2023-01-29,10.91,14.6,9.0,7.87,5.35,1638
GWS014,2023-02-05,12.63,0.0,8.0,7.54,3.79,1594
GWS014,2023-02-12,11.24,4.2,8.0,7.95,4.37,1518
GWS014,2023-02-19,12.56,0.0,11.0,7.89,3.79,1486
GWS014,2023-02-26,11.92,0.0,10.9,7.71,3.73,1587
GWS014,2023-03-05,12.29,0.0,26.5,7.71,3.69,1622
GWS014,2023-03-12,15.77,64.6,28.6,7.92,10.29,1389
GWS014,2023-03-19,14.17,0.0,26.7,7.85,4.16,1616
GWS014,2023-03-26,14.14,0.0,26.7,7.45,3.79,1478
GWS014,2023-04-02,16.22,0.0,43.4,7.77,3.82,1451
GWS014,2023-04-09,16.7,0.0,44.4,7.58,4.31,1495
GWS014,2023-04-16,17.0,0.0,45.0,7.81,3.88,1475
GWS014,2023-04-23,14.0,68.9,45.0,7.88,6.91,1616
GWS014,2023-04-30,16.64,48.2,45.0,7.76,12.07,1556
GWS014,2023-05-07,18.41,0.0,45.0,7.75,3.77,1410
GWS014,2023-05-14,16.62,0.0,45.0,7.61,4.23,1602
GWS014,2023-05-21,18.17,0.0,45.0,7.85,4.54,1459
GWS014,2023-05-28,18.45,16.2,45.0,7.59,5.3,1617
GWS014,2023-06-04,5.99,61.0,43.4,7.72,8.83,1557
GWS014,2023-06-11,5.93,13.6,40.0,7.71,7.46,1553
GWS014,2023-06-18,6.84,90.3,44.0,7.38,13.62,1318
GWS014,2023-06-25,7.42,0.0,39.5,7.49,4.16,1356
GWS014,2023-07-02,3.52,180.0,44.3,7.7,15.0,1451
GWS014,2023-07-09,8.35,89.6,44.7,7.71,11.28,1389
GWS014,2023-07-16,7.62,169.8,41.8,7.65,13.42,1510
GWS014,2023-07-23,8.0,6.6,38.7,7.33,3.9,1540
GWS014,2023-07-30,4.66,92.9,36.4,7.43,12.9,1483
GWS014,2023-08-06,6.65,0.0,38.5,7.76,3.79,1539
GWS014,2023-08-13,7.49,79.2,36.0,7.44,11.48,1511
GWS014,2023-08-20,5.67,0.0,33.8,7.59,3.99,1505
GWS014,2023-08-27,4.31,0.0,32.2,7.58,3.94,1514
GWS014,2023-09-03,3.25,18.6,30.7,7.96,4.87,1524
GWS014,2023-09-10,4.39,10.8,28.8,7.6,7.17,1543
GWS014,2023-09-17,7.35,54.9,26.6,7.48,10.19,1387
GWS014,2023-09-24,6.47,36.9,28.8,7.79,9.0,1467
GWS014,2023-10-01,10.86,0.0,24.8,7.62,4.26,1595
GWS014,2023-10-08,11.05,0.0,27.2,7.39,4.23,1424
GWS014,2023-10-15,11.36,0.0,25.6,7.81,3.97,1519
GWS014,2023-10-22,10.02,39.3,25.3,7.73,7.57,1557
GWS014,2023-10-29,11.61,0.0,18.8,7.31,4.27,1653
GWS014,2023-11-05,11.21,0.0,22.0,7.77,3.83,1465
GWS014,2023-11-12,10.01,0.0,21.9,7.47,4.52,1509
GWS014,2023-11-19,11.05,0.0,17.3,7.32,3.74,1571
GWS014,2023-11-26,10.47,0.0,17.3,7.6,4.31,1483
GWS014,2023-12-03,11.06,0.0,9.5,7.45,3.68,1539
GWS014,2023-12-10,10.89,0.0,8.0,7.52,4.09,1627
GWS014,2023-12-17,9.87,0.0,8.0,7.94,4.46,1431
GWS014,2023-12-24,11.25,0.0,8.0,7.47,3.61,1575
GWS014,2023-12-31,10.78,0.0,11.4,7.28,3.71,1471
GWS014,2024-01-07,11.01,0.0,10.7,7.67,4.22,1354
GWS014,2024-01-14,10.87,0.0,8.2,7.55,3.64,1512
GWS014,2024-01-21,9.94,0.0,12.7,7.43,3.96,1276
GWS014,2024-01-28,10.92,0.0,11.6,7.91,4.24,1583
GWS014,2024-02-04,11.25,0.0,12.0,7.55,4.39,1457
GWS014,2024-02-11,11.08,0.0,13.5,7.57,3.94,1439
GWS014,2024-02-18,11.42,0.0,11.1,7.57,4.13,1518
GWS014,2024-02-25,10.09,0.0,13.4,7.83,3.94,1445
GWS014,2024-03-03,13.32,0.0,25.3,7.4,4.0,1521
GWS014,2024-03-10,14.38,0.0,28.4,7.54,3.92,1559
GWS014,2024-03-17,12.64,0.0,31.7,7.83,3.6,1482
GWS014,2024-03-24,13.78,0.0,29.3,7.67,4.48,1647
GWS014,2024-03-31,11.51,0.0,30.2,7.62,3.57,1446
GWS014,2024-04-07,14.72,72.5,45.0,8.02,9.76,1624
GWS014,2024-04-14,16.08,0.0,45.0,7.58,4.27,1466
GWS014,2024-04-21,16.2,46.8,45.0,7.94,10.65,1438
GWS014,2024-04-28,12.99,0.0,45.0,7.81,3.61,1649
GWS014,2024-05-05,17.08,0.0,45.0,7.83,4.42,1626
GWS014,2024-05-12,14.69,0.0,45.0,7.47,4.11,1427
GWS014,2024-05-19,16.14,0.0,45.0,7.79,4.47,1514
GWS014,2024-05-26,15.33,0.0,45.0,7.61,4.17,1597
GWS014,2024-06-02,6.8,0.0,45.0,7.93,4.54,1429
GWS014,2024-06-09,4.74,0.0,43.7,7.58,3.66,1559
GWS014,2024-06-16,8.22,0.0,45.0,7.27,4.5,1409
GWS014,2024-06-23,6.22,0.0,41.0,7.35,4.06,1524
GWS014,2024-06-30,5.22,10.1,42.2,7.87,4.43,1407
GWS014,2024-07-07,5.72,0.0,40.4,7.52,3.83,1516
GWS014,2024-07-14,4.81,0.0,45.0,7.75,3.89,1607
GWS014,2024-07-21,4.62,0.0,40.3,7.89,3.73,1461
GWS014,2024-07-28,4.49,0.0,38.7,7.29,4.31,1574
GWS014,2024-08-04,3.44,0.0,37.5,7.87,3.61,1444
GWS014,2024-08-11,7.61,9.1,32.8,7.83,4.35,1495
GWS014,2024-08-18,6.49,0.0,38.1,7.37,4.48,1538
GWS014,2024-08-25,2.65,59.3,33.3,7.89,10.13,1336
GWS014,2024-09-01,7.27,22.8,31.4,7.46,7.21,1561
GWS014,2024-09-08,5.51,0.0,30.2,7.87,4.54,1501
GWS014,2024-09-15,2.0,60.3,24.2,7.32,9.62,1471
GWS014,2024-09-22,5.61,195.5,26.8,7.67,10.54,1664
GWS014,2024-09-29,5.24,0.0,26.9,7.8,3.98,1657
GWS014,2024-10-06,7.94,0.0,28.6,7.7,3.7,1477
GWS014,2024-10-13,8.55,0.0,21.5,7.53,4.38,1398
GWS014,2024-10-20,8.39,0.0,22.2,7.65,3.57,1493
GWS014,2024-10-27,10.75,38.3,19.5,7.45,8.35,1573
GWS014,2024-11-03,9.31,0.0,18.0,7.42,3.61,1503
GWS014,2024-11-10,11.52,0.0,16.0,7.97,4.15,1401
GWS014,2024-11-17,9.84,0.0,16.3,7.27,4.12,1547
GWS014,2024-11-24,9.83,0.0,17.4,7.69,4.16,1495
GWS014,2024-12-01,8.64,0.0,8.0,7.68,4.4,1432
GWS014,2024-12-08,9.71,0.0,8.0,7.26,4.36,1339
GWS014,2024-12-15,8.37,9.4,8.0,7.39,3.66,1450
GWS014,2024-12-22,8.19,0.0,8.0,7.52,3.83,1631
GWS014,2024-12-29,8.11,0.0,10.1,7.49,4.29,1415
GWS014,2025-01-05,8.98,0.0,8.2,8.01,3.97,1440
GWS014,2025-01-12,8.33,0.0,8.0,7.73,4.11,1351
GWS014,2025-01-19,8.39,0.0,8.0,7.79,3.81,1396
GWS014,2025-01-26,9.08,0.0,8.0,7.89,4.17,1490
GWS014,2025-02-02,9.6,0.0,8.7,7.84,4.33,1670
GWS014,2025-02-09,9.11,0.0,8.0,7.54,4.5,1475
GWS014,2025-02-16,7.98,0.0,10.7,7.64,3.63,1518
GWS014,2025-02-23,8.48,0.0,13.6,7.71,4.45,1378
GWS014,2025-03-02,11.5,0.0,22.3,7.87,4.0,1569
GWS014,2025-03-09,9.75,68.3,31.6,7.36,10.74,1604
GWS014,2025-03-16,10.81,0.0,29.6,7.62,3.96,1640
GWS014,2025-03-23,9.01,0.0,27.1,7.39,3.73,1483
GWS014,2025-03-30,10.49,0.0,28.5,7.81,4.24,1599
GWS014,2025-04-06,13.95,0.0,45.0,7.82,3.72,1570
GWS014,2025-04-13,13.13,0.0,45.0,7.72,3.83,1445
GWS014,2025-04-20,13.75,0.0,45.0,7.5,4.33,1580
GWS014,2025-04-27,15.42,0.0,45.0,7.74,4.15,1521
GWS014,2025-05-04,12.97,0.0,45.0,7.78,3.78,1390
GWS014,2025-05-11,13.22,0.0,45.0,7.91,4.21,1591
GWS014,2025-05-18,13.92,0.0,45.0,7.43,4.31,1669
GWS014,2025-05-25,12.54,0.0,45.0,7.62,4.49,1415
GWS015,2023-01-01,24.65,0.0,8.0,7.45,5.39,1373
GWS015,2023-01-08,22.92,0.0,8.0,7.65,5.11,1253
GWS015,2023-01-15,23.9,0.0,8.0,7.6,5.42,1314
GWS015,2023-01-22,23.25,0.0,8.0,7.69,4.89,1212
GWS015,2023-01-29,23.01,0.0,8.0,7.15,5.06,1400
GWS015,2023-02-05,23.73,0.0,9.8,7.7,5.49,1240
GWS015,2023-02-12,24.81,0.0,8.0,7.23,5.07,1340
GWS015,2023-02-19,23.14,0.0,8.6,7.35,4.89,1410
GWS015,2023-02-26,24.39,0.0,10.3,7.38,4.94,1325
GWS015,2023-03-05,28.35,0.0,27.1,7.61,5.69,1208
GWS015,2023-03-12,26.24,0.0,24.3,7.38,5.07,1175
GWS015,2023-03-19,26.61,0.0,26.3,7.44,5.51,1343
GWS015,2023-03-26,26.9,0.0,28.7,7.65,4.89,1189
GWS015,2023-04-02,26.45,0.0,35.6,7.61,5.43,1227
GWS015,2023-04-09,29.9,0.0,38.9,7.15,5.56,1296
GWS015,2023-04-16,28.03,0.0,43.3,7.54,4.97,1215
GWS015,2023-04-23,28.26,0.0,45.0,7.25,4.78,1200
GWS015,2023-04-30,29.01,0.0,45.0,7.2,5.25,1234
GWS015,2023-05-07,29.34,16.6,45.0,7.42,10.07,1330
GWS015,2023-05-14,29.03,0.0,45.0,7.59,5.28,1356
GWS015,2023-05-21,27.17,0.0,45.0,7.52,5.12,1206
GWS015,2023-05-28,29.65,0.0,45.0,7.81,5.2,1256
GWS015,2023-06-04,20.51,25.8,36.1,7.17,8.9,1265
GWS015,2023-06-11,19.86,0.0,39.1,7.39,5.55,1335
GWS015,2023-06-18,17.65,0.0,40.3,7.61,5.72,1317
GWS015,2023-06-25,20.74,39.6,41.6,7.43,11.12,1265
GWS015,2023-07-02,19.92,31.7,37.9,7.6,9.94,1257
GWS015,2023-07-09,17.14,28.8,39.8,7.69,8.57,1211
GWS015,2023-07-16,18.3,0.0,37.5,7.66,5.25,1216
GWS015,2023-07-23,18.36,6.3,35.0,7.26,4.88,1279
GWS015,2023-07-30,17.12,0.0,39.1,7.62,5.19,1184
GWS015,2023-08-06,20.18,0.0,38.4,7.86,4.93,1234
GWS015,2023-08-13,16.82,0.0,36.2,7.6,5.07,1327
GWS015,2023-08-20,17.18,26.6,34.4,7.56,6.62,1244
GWS015,2023-08-27,18.73,95.2,26.4,7.27,13.38,1367
GWS015,2023-09-03,18.2,227.8,30.3,7.39,15.0,1319
GWS015,2023-09-10,18.33,39.6,28.1,7.84,13.82,1169
GWS015,2023-09-17,18.17,0.0,26.2,7.72,5.44,1232
GWS015,2023-09-24,15.79,12.3,21.4,7.26,10.27,1362
GWS015,2023-10-01,21.5,0.0,22.9,7.47,5.27,1327
GWS015,2023-10-08,21.12,0.0,21.5,7.25,4.86,1344
GWS015,2023-10-15,24.13,0.0,24.6,7.53,5.18,1280
GWS015,2023-10-22,24.63,0.0,20.3,7.87,4.84,1328
GWS015,2023-10-29,22.82,31.6,17.7,7.47,8.55,1321
GWS015,2023-11-05,22.3,0.0,20.7,7.1,5.7,1357
GWS015,2023-11-12,24.14,0.0,14.7,7.7,5.19,1207
GWS015,2023-11-19,25.47,49.9,18.1,7.45,14.73,1326
GWS015,2023-11-26,23.22,0.0,12.9,7.3,5.16,1199
GWS015,2023-12-03,23.11,17.4,8.0,7.5,7.44,1124
GWS015,2023-12-10,23.32,6.8,8.0,7.61,5.55,1316
GWS015,2023-12-17,22.57,0.0,8.0,7.62,5.64,1258
GWS015,2023-12-24,22.74,0.0,8.0,7.53,5.55,1180
GWS015,2023-12-31,23.26,0.0,8.0,7.85,5.07,1189
GWS015,2024-01-07,23.39,0.0,8.0,7.36,5.22,1237
GWS015,2024-01-14,21.49,0.0,8.0,7.3,5.11,1294
GWS015,2024-01-21,22.09,0.0,8.0,7.43,5.19,1290
GWS015,2024-01-28,21.62,0.0,8.0,7.31,5.23,1220
GWS015,2024-02-04,22.86,0.0,8.0,7.63,5.7,1143
GWS015,2024-02-11,21.6,5.3,8.0,7.7,4.75,1309
GWS015,2024-02-18,21.5,0.0,9.7,7.32,5.19,1179
GWS015,2024-02-25,21.43,0.0,14.7,7.43,4.81,1355
GWS015,2024-03-03,24.67,13.8,25.0,7.44,10.61,1139
GWS015,2024-03-10,26.32,65.2,21.1,7.16,10.1,1245
GWS015,2024-03-17,27.07,61.8,21.9,7.13,15.0,1359
GWS015,2024-03-24,25.04,0.0,26.6,7.42,4.81,1316
GWS015,2024-03-31,23.39,22.2,27.2,7.86,6.74,1248
GWS015,2024-04-07,25.24,0.0,40.9,7.71,5.16,1129
GWS015,2024-04-14,26.02,0.0,45.0,7.39,5.19,1331
GWS015,2024-04-21,28.3,0.0,44.3,7.39,5.14,1328
GWS015,2024-04-28,26.23,0.0,45.0,7.43,5.13,1219
GWS015,2024-05-05,28.43,0.0,45.0,7.62,4.99,1383
GWS015,2024-05-12,26.03,0.0,45.0,7.67,5.07,1311
GWS015,2024-05-19,28.25,0.0,45.0,7.54,4.94,1404
GWS015,2024-05-26,25.92,0.0,45.0,7.51,5.67,1414
GWS015,2024-06-02,16.71,0.0,38.1,7.47,5.4,1186
GWS015,2024-06-09,17.41,31.3,42.3,7.12,14.79,1236
GWS015,2024-06-16,14.57,104.6,40.9,7.26,15.0,1144
GWS015,2024-06-23,17.56,246.4,37.6,7.84,14.9,1288
GWS015,2024-06-30,16.75,0.0,39.3,7.56,5.14,1350
GWS015,2024-07-07,19.61,0.0,41.7,7.17,5.31,1294
GWS015,2024-07-14,14.42,0.0,36.4,7.5,5.19,1311
GWS015,2024-07-21,14.15,0.0,37.7,7.21,5.51,1148
GWS015,2024-07-28,14.78,53.6,33.8,7.58,12.72,1259
GWS015,2024-08-04,19.08,35.3,33.4,7.16,11.73,1132
GWS015,2024-08-11,15.64,0.0,30.4,7.63,5.65,1195
GWS015,2024-08-18,14.97,97.9,34.8,7.32,15.0,1352
GWS015,2024-08-25,16.16,112.3,33.5,7.43,14.29,1230
GWS015,2024-09-01,16.93,82.3,28.3,7.39,15.0,1153
GWS015,2024-09-08,13.24,15.5,25.3,7.69,9.09,1271
